model,dashboard,candidate_project,status,s_data,s_int,data_file_match,compiled_episode_count,error
gpt-loop-5.4,tableau_dashboard_10115,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_10115,ok,0.01087437965260546,0.1592687561397145,True,3,
gpt-loop-5.4,tableau_dashboard_10845,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_10845,ok,0.049999999999999996,0.0,True,4,
gpt-loop-5.4,tableau_dashboard_1107_1,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1107_1,ok,0.0,0.0,False,1,
gpt-loop-5.4,tableau_dashboard_1107_3,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1107_3,ok,0.0,0.610850531582239,False,1,
gpt-loop-5.4,tableau_dashboard_121,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_121,ok,0.0,0.0,False,0,
gpt-loop-5.4,tableau_dashboard_1223_2,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1223_2,ok,0.0,0.0,False,0,
gpt-loop-5.4,tableau_dashboard_1225,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1225,ok,0.03908991228070175,0.0,True,0,
gpt-loop-5.4,tableau_dashboard_1229,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1229,ok,0.00290625,0.0,True,0,
gpt-loop-5.4,tableau_dashboard_1230,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1230,ok,0.1533822601010101,0.0,True,0,
gpt-loop-5.4,tableau_dashboard_1378_1,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1378_1,ok,0.014166666666666666,0.0,True,0,
gpt-loop-5.4,tableau_dashboard_1378_2,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1378_2,ok,0.07939814814814815,0.0,True,1,
gpt-loop-5.4,tableau_dashboard_1473_2,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1473_2,ok,0.3541600212652844,0.0,True,0,
gpt-loop-5.4,tableau_dashboard_147_1,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_147_1,ok,0.013114035087719298,0.0,True,1,
gpt-loop-5.4,tableau_dashboard_1497,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1497,ok,0.0830421512039159,0.039017094017094044,True,3,
gpt-loop-5.4,tableau_dashboard_160,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_160,ok,0.007196969696969697,0.0,True,0,
gpt-loop-5.4,tableau_dashboard_1664,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1664,ok,0.05095039018952062,0.0,True,1,
gpt-loop-5.4,tableau_dashboard_1665,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1665,ok,0.20823795648795648,0.3275938807055828,True,1,
gpt-loop-5.4,tableau_dashboard_1968,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1968,ok,0.3075671020008072,0.13129302128560838,True,2,
gpt-loop-5.4,tableau_dashboard_1979,/Users/liuhongxu/Documents/vabench/gpt-loop-5.4/tableau_dashboard_1979,ok,0.17195738468906574,0.0,True,1,
