model,dashboard,candidate_project,status,s_data,s_int,data_file_match,compiled_episode_count,error
kimi,tableau_dashboard_10115,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_10115,ok,0.6420972870708112,0.04372317476256454,True,3,
kimi,tableau_dashboard_10845,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_10845,ok,0.17229166666666662,0.0,True,4,
kimi,tableau_dashboard_1107_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1107_1,ok,0.62,0.7250000000000001,True,1,
kimi,tableau_dashboard_1107_3,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1107_3,ok,0.4659761682865131,0.0,True,1,
kimi,tableau_dashboard_121,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_121,ok,0.0,0.0,False,0,
kimi,tableau_dashboard_1223_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1223_2,ok,0.0,0.0,False,0,
kimi,tableau_dashboard_1225,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1225,ok,0.1012143640350877,0.0,True,0,
kimi,tableau_dashboard_1229,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1229,ok,0.0034374999999999996,0.0,True,0,
kimi,tableau_dashboard_1230,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1230,ok,0.35588099747474744,0.0,True,0,
kimi,tableau_dashboard_1378_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1378_1,ok,0.27,0.0,True,0,
kimi,tableau_dashboard_1378_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1378_2,ok,0.42291666666666666,0.0,True,1,
kimi,tableau_dashboard_1473_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1473_2,ok,0.3781432748538011,0.0,True,0,
kimi,tableau_dashboard_147_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_147_1,ok,0.4706763845889233,0.49583333333333335,True,1,
kimi,tableau_dashboard_1497,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1497,ok,0.26888195682313326,0.20611111111111113,True,3,
kimi,tableau_dashboard_160,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_160,ok,0.2867242132867133,0.0,True,0,
kimi,tableau_dashboard_1664,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1664,ok,0.3406092530657748,0.6371028037383177,True,1,
kimi,tableau_dashboard_1665,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1665,ok,0.6700781533281532,0.4234782460447354,True,1,
kimi,tableau_dashboard_1968,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1968,ok,0.30426425647235195,0.13129302128560838,True,2,
kimi,tableau_dashboard_1979,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_1979,ok,0.33740826702033594,0.0,True,1,
kimi,tableau_dashboard_2010,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_2010,ok,0.06462962962962963,0.0,True,0,
kimi,tableau_dashboard_2685,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_2685,ok,0.0,0.0,False,0,
kimi,tableau_dashboard_269,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_269,ok,0.016265031265031267,0.17645760233918129,True,3,
kimi,tableau_dashboard_2819,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_2819,ok,0.0,0.0,False,0,
kimi,tableau_dashboard_2936_3,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_2936_3,ok,0.7071620227038182,0.4033333333333333,True,4,
kimi,tableau_dashboard_3014,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3014,ok,0.2557632398753894,0.0,True,0,
kimi,tableau_dashboard_303_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_303_1,ok,0.6774897119341564,0.5271206433679341,True,3,
kimi,tableau_dashboard_303_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_303_2,ok,0.3554815554815554,0.29492063492063497,True,3,
kimi,tableau_dashboard_303_4,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_303_4,ok,0.478425486424807,0.2679536747511021,True,3,
kimi,tableau_dashboard_3259,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3259,error,,,,,"Page.wait_for_selector: Timeout 15000ms exceeded.
Call log:
  - waiting for locator(""svg, canvas"") to be visible
"
kimi,tableau_dashboard_3330_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3330_1,ok,0.0,0.0,False,0,
kimi,tableau_dashboard_3330_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3330_2,ok,0.44223214285714285,0.8924189814814816,True,4,
kimi,tableau_dashboard_3430_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3430_2,ok,0.507355615857454,0.3164497561330018,True,4,
kimi,tableau_dashboard_3430_3,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3430_3,ok,0.6349444637950385,0.0,True,0,
kimi,tableau_dashboard_3480_3,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3480_3,ok,0.6982523148148148,0.70870724714981,True,1,
kimi,tableau_dashboard_3533,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3533,ok,0.08310183205963258,0.0,True,0,
kimi,tableau_dashboard_357,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_357,ok,0.592361111111111,0.0,True,0,
kimi,tableau_dashboard_3572,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3572,ok,0.23610385135236087,0.0,True,0,
kimi,tableau_dashboard_3980_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3980_1,ok,0.808076923076923,0.0,True,0,
kimi,tableau_dashboard_3980_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3980_2,ok,0.7735185185185185,0.32065217391304346,True,2,
kimi,tableau_dashboard_3980_4,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_3980_4,ok,0.6865870240870241,0.30958333333333315,True,1,
kimi,tableau_dashboard_451_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_451_1,ok,0.3205490196078431,0.0,True,0,
kimi,tableau_dashboard_4836,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_4836,ok,0.020843772893772892,0.0,True,0,
kimi,tableau_dashboard_4836_1,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_4836_1,ok,0.11875,0.0,True,0,
kimi,tableau_dashboard_4836_2,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_4836_2,ok,0.7337712540854548,0.0,True,0,
kimi,tableau_dashboard_4836_3,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_4836_3,ok,0.4897625616387531,0.0,True,0,
kimi,tableau_dashboard_4838,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_4838,ok,0.32698611111111114,0.0,True,0,
kimi,tableau_dashboard_5182,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_5182,ok,0.36108695652173906,0.0,True,0,
kimi,tableau_dashboard_5251,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_5251,ok,0.31124827417491463,0.0,True,1,
kimi,tableau_dashboard_5417,/Users/liuhongxu/Documents/vabench/kimi/tableau_dashboard_5417,ok,0.019127604166666666,0.0,True,0,
